Name,Full Path,Size,Allocated,Files,Folders,% of Parent (Allocated),Last Modified,Last Accessed,Owner,Type,Dir Level (Relative)
Pioneer_minutes_506.log,D:\FileServer\Marketing\Falcon102\Pioneer_minutes_506.log,5.1 MB,5.2 MB,1,0,0.0 %,09/15/2021,10/25/2021,CORP\dmiller,Log File,3
Summit_plan_619.zip,D:\FileServer\Marketing\Falcon102\Summit_plan_619.zip,26.6 MB,26.6 MB,1,0,0.1 %,01/10/2016,08/31/2016,CORP\administrator,ZIP File,3
Catalyst_summary_784.accdb,D:\FileServer\Marketing\Falcon102\Catalyst_summary_784.accdb,1.6 GB,1.6 GB,1,0,5.3 %,01/08/2018,08/21/2019,CORP\jsmith,Access Database,3
Orbit_draft_482.iso,D:\FileServer\Marketing\Falcon102\Orbit_draft_482.iso,2.7 GB,2.7 GB,1,0,8.6 %,04/10/2025,12/31/2025,CORP\achen,Disc Image File,3
Catalyst_Q1_651.bak,D:\FileServer\Marketing\Falcon102\Catalyst_Q1_651.bak,3.9 GB,3.9 GB,1,0,12.4 %,04/09/2020,03/31/2021,CORP\dmiller,BAK File,3
Shared,D:\FileServer\Marketing\Falcon102\Shared\,7.1 GB,7.1 GB,7,0,22.7 %,07/07/2022,03/04/2016,CORP\achen,File Folder,3
Vertex_Q3_296.accdb,D:\FileServer\Marketing\Falcon102\Shared\Vertex_Q3_296.accdb,821.1 MB,821.1 MB,1,0,11.3 %,02/15/2024,12/31/2025,CORP\svc_backup,Access Database,4
Apollo_Q2_91.dwg,D:\FileServer\Marketing\Falcon102\Shared\Apollo_Q2_91.dwg,32.6 MB,32.6 MB,1,0,0.4 %,08/17/2018,12/13/2018,CORP\dmiller,DWG File,4
Pulse_Q4_845.pptx,D:\FileServer\Marketing\Falcon102\Shared\Pulse_Q4_845.pptx,42.3 MB,42.3 MB,1,0,0.6 %,09/30/2024,12/31/2025,CORP\lokafor,PPTX File,4
Vertex_report_193.iso,D:\FileServer\Marketing\Falcon102\Shared\Vertex_report_193.iso,5.5 GB,5.5 GB,1,0,78.0 %,06/26/2023,11/17/2024,CORP\lokafor,Disc Image File,4
Orbit_report_209.zip,D:\FileServer\Marketing\Falcon102\Shared\Orbit_report_209.zip,562.5 MB,562.5 MB,1,0,7.7 %,06/20/2016,04/10/2017,CORP\lokafor,ZIP File,4
Summit_Q3_125.pptx,D:\FileServer\Marketing\Falcon102\Shared\Summit_Q3_125.pptx,40.5 MB,40.5 MB,1,0,0.6 %,10/29/2021,07/01/2022,CORP\achen,PPTX File,4
Quantum_minutes_15.dat,D:\FileServer\Marketing\Falcon102\Shared\Quantum_minutes_15.dat,104.4 MB,104.4 MB,1,0,1.4 %,01/17/2016,09/03/2016,CORP\mwilson,DAT File,4
2021,D:\FileServer\Marketing\Falcon102\2021\,8.8 GB,8.8 GB,9,0,28.2 %,08/15/2025,04/26/2016,CORP\achen,File Folder,3
Summit_budget_522.sql,D:\FileServer\Marketing\Falcon102\2021\Summit_budget_522.sql,35.0 MB,35.0 MB,1,0,0.4 %,08/29/2019,01/04/2021,CORP\lokafor,SQL File,4
Nimbus_Q2_565.txt,D:\FileServer\Marketing\Falcon102\2021\Nimbus_Q2_565.txt,196.6 KB,200.0 KB,1,0,0.0 %,02/19/2017,10/25/2018,CORP\svc_backup,Text File,4
Summit_final_885.xlsx,D:\FileServer\Marketing\Falcon102\2021\Summit_final_885.xlsx,8.9 MB,8.9 MB,1,0,0.1 %,08/31/2023,10/28/2024,CORP\kpatel,XLSX File,4
Orbit_Q4_274.pptx,D:\FileServer\Marketing\Falcon102\2021\Orbit_Q4_274.pptx,18.3 MB,18.3 MB,1,0,0.2 %,02/21/2023,12/23/2023,CORP\administrator,PPTX File,4
Catalyst_Q3_887.txt,D:\FileServer\Marketing\Falcon102\2021\Catalyst_Q3_887.txt,228.8 KB,232.0 KB,1,0,0.0 %,01/15/2021,05/25/2022,CORP\kpatel,Text File,4
Atlas_minutes_782.dat,D:\FileServer\Marketing\Falcon102\2021\Atlas_minutes_782.dat,96.6 MB,96.6 MB,1,0,1.1 %,02/09/2020,01/03/2021,CORP\rgarcia,DAT File,4
Summit_data_586.vsdx,D:\FileServer\Marketing\Falcon102\2021\Summit_data_586.vsdx,995.7 KB,996.0 KB,1,0,0.0 %,08/07/2024,12/31/2025,CORP\dmiller,VSDX File,4
Apollo_plan_763.bak,D:\FileServer\Marketing\Falcon102\2021\Apollo_plan_763.bak,3.2 GB,3.2 GB,1,0,36.8 %,05/01/2019,03/10/2021,CORP\achen,BAK File,4
Horizon_report_130.iso,D:\FileServer\Marketing\Falcon102\2021\Horizon_report_130.iso,5.4 GB,5.4 GB,1,0,61.4 %,02/16/2016,05/11/2017,CORP\mwilson,Disc Image File,4
2022,D:\FileServer\Marketing\Falcon102\2022\,1.2 GB,1.2 GB,4,0,3.8 %,03/18/2025,02/15/2020,CORP\jsmith,File Folder,3
Vertex_final_77.bak,D:\FileServer\Marketing\Falcon102\2022\Vertex_final_77.bak,1.1 GB,1.1 GB,1,0,90.2 %,12/27/2021,12/06/2023,CORP\dmiller,BAK File,4
Beacon_v1_873.dwg,D:\FileServer\Marketing\Falcon102\2022\Beacon_v1_873.dwg,109.4 MB,109.4 MB,1,0,9.1 %,07/25/2022,01/22/2024,CORP\dmiller,DWG File,4
Atlas_Q3_894.dat,D:\FileServer\Marketing\Falcon102\2022\Atlas_Q3_894.dat,9.2 MB,9.2 MB,1,0,0.8 %,12/04/2021,02/12/2022,CORP\rgarcia,DAT File,4
Beacon_budget_233.py,D:\FileServer\Marketing\Falcon102\2022\Beacon_budget_233.py,23.3 KB,24.0 KB,1,0,0.0 %,11/13/2019,02/21/2020,CORP\mwilson,Python File,4
Horizon270,D:\FileServer\Marketing\Horizon270\,10.6 GB,10.6 GB,30,2,25.1 %,10/13/2022,05/11/2018,CORP\jsmith,File Folder,2
Atlas_report_301.psd,D:\FileServer\Marketing\Horizon270\Atlas_report_301.psd,388.6 MB,388.6 MB,1,0,3.6 %,10/31/2019,03/28/2020,CORP\rgarcia,PSD File,3
Pioneer_Q1_580.accdb,D:\FileServer\Marketing\Horizon270\Pioneer_Q1_580.accdb,1.6 GB,1.6 GB,1,0,15.0 %,01/07/2017,06/30/2017,CORP\achen,Access Database,3
Titan_review_635.accdb,D:\FileServer\Marketing\Horizon270\Titan_review_635.accdb,494.2 MB,494.2 MB,1,0,4.6 %,07/31/2020,03/20/2022,CORP\achen,Access Database,3
2021,D:\FileServer\Marketing\Horizon270\2021\,6.0 GB,6.0 GB,16,0,56.8 %,02/25/2022,11/06/2017,CORP\lokafor,File Folder,3
Beacon_summary_921.log,D:\FileServer\Marketing\Horizon270\2021\Beacon_summary_921.log,18.4 MB,18.4 MB,1,0,0.3 %,08/07/2022,02/17/2024,CORP\achen,Log File,4
Titan_Q2_968.psd,D:\FileServer\Marketing\Horizon270\2021\Titan_Q2_968.psd,606.4 MB,606.4 MB,1,0,9.9 %,05/10/2018,02/23/2020,CORP\dmiller,PSD File,4
Summit_export_468.mp4,D:\FileServer\Marketing\Horizon270\2021\Summit_export_468.mp4,817.9 MB,817.9 MB,1,0,13.3 %,04/25/2019,08/31/2020,CORP\mwilson,MP4 File,4
Nimbus_review_586.psd,D:\FileServer\Marketing\Horizon270\2021\Nimbus_review_586.psd,593.4 MB,593.4 MB,1,0,9.6 %,04/26/2018,04/11/2020,CORP\tnguyen,PSD File,4
Apollo_review_282.pptx,D:\FileServer\Marketing\Horizon270\2021\Apollo_review_282.pptx,36.4 MB,36.4 MB,1,0,0.6 %,09/13/2024,12/31/2025,CORP\jsmith,PPTX File,4
Catalyst_Q3_853.mp4,D:\FileServer\Marketing\Horizon270\2021\Catalyst_Q3_853.mp4,3.1 GB,3.1 GB,1,0,51.7 %,12/17/2023,08/08/2024,CORP\administrator,MP4 File,4
Templates,D:\FileServer\Marketing\Horizon270\Templates\,2.1 GB,2.1 GB,11,0,20.0 %,12/14/2018,06/16/2017,CORP\rgarcia,File Folder,3
Quantum_final_644.pdf,D:\FileServer\Marketing\Horizon270\Templates\Quantum_final_644.pdf,2.6 MB,2.6 MB,1,0,0.1 %,06/19/2018,09/13/2019,CORP\jsmith,PDF File,4
Catalyst_spec_750.txt,D:\FileServer\Marketing\Horizon270\Templates\Catalyst_spec_750.txt,46.3 KB,48.0 KB,1,0,0.0 %,03/14/2025,12/31/2025,CORP\kpatel,Text File,4
Summit_Q1_180.jpg,D:\FileServer\Marketing\Horizon270\Templates\Summit_Q1_180.jpg,1.1 MB,1.1 MB,1,0,0.1 %,10/27/2023,05/01/2025,CORP\kpatel,JPG File,4
Pioneer_Q4_936.zip,D:\FileServer\Marketing\Horizon270\Templates\Pioneer_Q4_936.zip,168.6 MB,168.6 MB,1,0,7.8 %,11/18/2017,03/26/2019,CORP\tnguyen,ZIP File,4
Summit_plan_824.pdf,D:\FileServer\Marketing\Horizon270\Templates\Summit_plan_824.pdf,30.0 MB,30.0 MB,1,0,1.4 %,10/19/2025,12/31/2025,CORP\achen,PDF File,4
Orbit_data_881.accdb,D:\FileServer\Marketing\Horizon270\Templates\Orbit_data_881.accdb,1.4 GB,1.4 GB,1,0,68.4 %,07/25/2022,09/04/2023,CORP\svc_backup,Access Database,4
Atlas_v1_810.vsdx,D:\FileServer\Marketing\Horizon270\Templates\Atlas_v1_810.vsdx,96.1 KB,100.0 KB,1,0,0.0 %,12/19/2017,06/21/2019,CORP\mwilson,VSDX File,4
Horizon_spec_689.py,D:\FileServer\Marketing\Horizon270\Templates\Horizon_spec_689.py,172.3 KB,176.0 KB,1,0,0.0 %,12/09/2017,07/30/2019,CORP\dmiller,Python File,4
Pulse_spec_111.accdb,D:\FileServer\Marketing\Horizon270\Templates\Pulse_spec_111.accdb,479.8 MB,479.8 MB,1,0,22.1 %,04/15/2020,05/10/2020,CORP\administrator,Access Database,4
Pioneer_plan_938.json,D:\FileServer\Marketing\Horizon270\Templates\Pioneer_plan_938.json,1.8 MB,1.8 MB,1,0,0.1 %,04/06/2022,06/09/2022,CORP\lokafor,JSON File,4
Summit_budget_665.msg,D:\FileServer\Marketing\Horizon270\Templates\Summit_budget_665.msg,248.7 KB,252.0 KB,1,0,0.0 %,07/26/2016,09/10/2016,CORP\jsmith,MSG File,4
HumanResources,D:\FileServer\HumanResources\,127.4 GB,127.4 GB,155,20,15.2 %,05/31/2018,07/10/2020,CORP\mwilson,File Folder,1
Nimbus_minutes_139.vsdx,D:\FileServer\HumanResources\Nimbus_minutes_139.vsdx,1.9 MB,1.9 MB,1,0,0.0 %,02/28/2019,01/14/2021,CORP\svc_backup,VSDX File,2
Vertex_proposal_761.py,D:\FileServer\HumanResources\Vertex_proposal_761.py,39.8 KB,40.0 KB,1,0,0.0 %,12/05/2024,12/31/2025,CORP\mwilson,Python File,2
Catalyst517,D:\FileServer\HumanResources\Catalyst517\,6.6 GB,6.6 GB,19,1,5.2 %,07/13/2025,09/02/2025,CORP\tnguyen,File Folder,2
Summit_spec_223.log,D:\FileServer\HumanResources\Catalyst517\Summit_spec_223.log,28.5 MB,28.5 MB,1,0,0.4 %,08/29/2025,12/31/2025,CORP\kpatel,Log File,3
Titan_spec_558.pst,D:\FileServer\HumanResources\Catalyst517\Titan_spec_558.pst,1.5 GB,1.5 GB,1,0,22.4 %,06/19/2019,03/27/2020,CORP\rgarcia,Outlook Data File,3
Titan_Q2_94.accdb,D:\FileServer\HumanResources\Catalyst517\Titan_Q2_94.accdb,435.3 MB,435.3 MB,1,0,6.4 %,03/13/2022,12/27/2023,CORP\administrator,Access Database,3
Archive,D:\FileServer\HumanResources\Catalyst517\Archive\,143.3 MB,143.3 MB,4,0,2.1 %,10/28/2023,09/28/2018,CORP\rgarcia,File Folder,3
Orbit_proposal_211.xlsx,D:\FileServer\HumanResources\Catalyst517\Archive\Orbit_proposal_211.xlsx,17.7 MB,17.8 MB,1,0,12.4 %,04/28/2017,12/19/2018,CORP\rgarcia,XLSX File,4
Pulse_data_337.tif,D:\FileServer\HumanResources\Catalyst517\Archive\Pulse_data_337.tif,38.3 MB,38.3 MB,1,0,26.7 %,11/05/2023,07/07/2025,CORP\jsmith,TIF File,4
Quantum_final_134.dat,D:\FileServer\HumanResources\Catalyst517\Archive\Quantum_final_134.dat,64.2 MB,64.2 MB,1,0,44.8 %,12/15/2023,06/10/2024,CORP\mwilson,DAT File,4
Beacon_summary_135.pptx,D:\FileServer\HumanResources\Catalyst517\Archive\Beacon_summary_135.pptx,23.1 MB,23.1 MB,1,0,16.1 %,11/10/2023,07/10/2024,CORP\administrator,PPTX File,4
Atlas116,D:\FileServer\HumanResources\Atlas116\,8.5 GB,8.5 GB,37,3,6.6 %,12/14/2016,12/22/2017,CORP\jsmith,File Folder,2
Summit_Q1_539.pdf,D:\FileServer\HumanResources\Atlas116\Summit_Q1_539.pdf,4.1 MB,4.1 MB,1,0,0.0 %,05/04/2020,08/06/2021,CORP\kpatel,PDF File,3
Pioneer_proposal_112.log,D:\FileServer\HumanResources\Atlas116\Pioneer_proposal_112.log,32.2 MB,32.2 MB,1,0,0.4 %,06/26/2017,03/17/2019,CORP\jsmith,Log File,3
Summit_Q4_309.log,D:\FileServer\HumanResources\Atlas116\Summit_Q4_309.log,41.2 MB,41.2 MB,1,0,0.5 %,10/23/2025,11/23/2025,CORP\jsmith,Log File,3
Horizon_review_437.accdb,D:\FileServer\HumanResources\Atlas116\Horizon_review_437.accdb,222.1 MB,222.1 MB,1,0,2.6 %,07/01/2020,06/30/2022,CORP\lokafor,Access Database,3
Titan_v1_330.json,D:\FileServer\HumanResources\Atlas116\Titan_v1_330.json,1.2 MB,1.2 MB,1,0,0.0 %,09/27/2015,02/03/2016,CORP\tnguyen,JSON File,3
Old,D:\FileServer\HumanResources\Atlas116\Old\,2.4 GB,2.4 GB,16,0,28.9 %,09/12/2021,12/13/2020,CORP\tnguyen,File Folder,3
Pioneer_Q1_102.sql,D:\FileServer\HumanResources\Atlas116\Old\Pioneer_Q1_102.sql,14.6 MB,14.6 MB,1,0,0.6 %,07/25/2024,12/31/2025,CORP\svc_backup,SQL File,4
Summit_notes_441.log,D:\FileServer\HumanResources\Atlas116\Old\Summit_notes_441.log,14.6 MB,14.6 MB,1,0,0.6 %,08/22/2019,08/03/2020,CORP\lokafor,Log File,4
Vertex_Q1_748.pdf,D:\FileServer\HumanResources\Atlas116\Old\Vertex_Q1_748.pdf,20.1 MB,20.1 MB,1,0,0.8 %,10/15/2019,08/30/2020,CORP\tnguyen,PDF File,4
Atlas_final_704.bak,D:\FileServer\HumanResources\Atlas116\Old\Atlas_final_704.bak,275.9 MB,275.9 MB,1,0,11.0 %,04/29/2024,07/25/2024,CORP\mwilson,BAK File,4
Vertex_v2_763.py,D:\FileServer\HumanResources\Atlas116\Old\Vertex_v2_763.py,95.6 KB,96.0 KB,1,0,0.0 %,02/08/2024,06/20/2024,CORP\svc_backup,Python File,4
Apollo_proposal_980.dat,D:\FileServer\HumanResources\Atlas116\Old\Apollo_proposal_980.dat,143.8 MB,143.8 MB,1,0,5.8 %,09/12/2018,07/29/2020,CORP\mwilson,DAT File,4
Vertex_spec_895.accdb,D:\FileServer\HumanResources\Atlas116\Old\Vertex_spec_895.accdb,1.5 GB,1.5 GB,1,0,61.6 %,09/29/2019,10/06/2021,CORP\jsmith,Access Database,4
Quantum_budget_361.pdf,D:\FileServer\HumanResources\Atlas116\Old\Quantum_budget_361.pdf,37.0 MB,37.0 MB,1,0,1.5 %,09/09/2020,04/14/2021,CORP\achen,PDF File,4
Beacon_Q3_230.pdf,D:\FileServer\HumanResources\Atlas116\Old\Beacon_Q3_230.pdf,22.5 MB,22.5 MB,1,0,0.9 %,06/24/2024,12/31/2025,CORP\kpatel,PDF File,4
Drafts,D:\FileServer\HumanResources\Atlas116\Drafts\,4.2 GB,4.2 GB,5,0,49.2 %,07/21/2023,02/15/2018,CORP\administrator,File Folder,3
Orbit_Q1_866.dat,D:\FileServer\HumanResources\Atlas116\Drafts\Orbit_Q1_866.dat,159.2 MB,159.2 MB,1,0,3.7 %,11/18/2021,10/10/2023,CORP\svc_backup,DAT File,4
Apollo_export_30.csv,D:\FileServer\HumanResources\Atlas116\Drafts\Apollo_export_30.csv,35.0 MB,35.0 MB,1,0,0.8 %,11/18/2022,01/06/2025,CORP\tnguyen,CSV File,4
Atlas_spec_7.csv,D:\FileServer\HumanResources\Atlas116\Drafts\Atlas_spec_7.csv,18.3 MB,18.3 MB,1,0,0.4 %,05/08/2021,03/12/2023,CORP\dmiller,CSV File,4
Titan_final_759.pst,D:\FileServer\HumanResources\Atlas116\Drafts\Titan_final_759.pst,3.9 GB,3.9 GB,1,0,94.5 %,01/11/2016,02/13/2018,CORP\svc_backup,Outlook Data File,4
Nimbus_review_430.log,D:\FileServer\HumanResources\Atlas116\Drafts\Nimbus_review_430.log,21.8 MB,21.8 MB,1,0,0.5 %,10/06/2016,10/19/2017,CORP\tnguyen,Log File,4
Working,D:\FileServer\HumanResources\Atlas116\Working\,1.6 GB,1.6 GB,11,0,18.4 %,08/21/2018,09/17/2023,CORP\administrator,File Folder,3
Titan_report_160.csv,D:\FileServer\HumanResources\Atlas116\Working\Titan_report_160.csv,6.4 MB,6.4 MB,1,0,0.4 %,07/23/2022,10/14/2022,CORP\tnguyen,CSV File,4
Horizon_Q1_498.json,D:\FileServer\HumanResources\Atlas116\Working\Horizon_Q1_498.json,3.5 MB,3.5 MB,1,0,0.2 %,08/24/2019,05/29/2020,CORP\rgarcia,JSON File,4
Orbit_Q4_117.psd,D:\FileServer\HumanResources\Atlas116\Working\Orbit_Q4_117.psd,445.0 MB,445.0 MB,1,0,27.9 %,03/30/2016,01/14/2017,CORP\administrator,PSD File,4
Horizon_Q4_684.mp4,D:\FileServer\HumanResources\Atlas116\Working\Horizon_Q4_684.mp4,187.9 MB,187.9 MB,1,0,11.8 %,06/22/2017,07/31/2018,CORP\administrator,MP4 File,4
Apollo_summary_210.mp4,D:\FileServer\HumanResources\Atlas116\Working\Apollo_summary_210.mp4,867.1 MB,867.1 MB,1,0,54.4 %,08/10/2023,12/28/2023,CORP\tnguyen,MP4 File,4
Quantum_plan_123.pptx,D:\FileServer\HumanResources\Atlas116\Working\Quantum_plan_123.pptx,32.0 MB,32.0 MB,1,0,2.0 %,05/18/2023,07/31/2024,CORP\achen,PPTX File,4
Falcon_review_546.sql,D:\FileServer\HumanResources\Atlas116\Working\Falcon_review_546.sql,29.5 MB,29.5 MB,1,0,1.8 %,08/11/2020,03/06/2022,CORP\kpatel,SQL File,4
Titan_review_883.py,D:\FileServer\HumanResources\Atlas116\Working\Titan_review_883.py,11.0 KB,12.0 KB,1,0,0.0 %,11/22/2019,12/11/2019,CORP\lokafor,Python File,4
Titan_plan_590.msg,D:\FileServer\HumanResources\Atlas116\Working\Titan_plan_590.msg,1.2 MB,1.2 MB,1,0,0.1 %,07/15/2019,07/10/2021,CORP\dmiller,MSG File,4
Quantum_v2_415.pptx,D:\FileServer\HumanResources\Atlas116\Working\Quantum_v2_415.pptx,21.0 MB,21.0 MB,1,0,1.3 %,12/04/2016,08/28/2018,CORP\lokafor,PPTX File,4
Pulse_spec_91.msg,D:\FileServer\HumanResources\Atlas116\Working\Pulse_spec_91.msg,1.7 MB,1.7 MB,1,0,0.1 %,03/09/2016,11/13/2016,CORP\dmiller,MSG File,4
Catalyst510,D:\FileServer\HumanResources\Catalyst510\,41.9 GB,41.9 GB,33,4,32.9 %,11/16/2020,11/19/2015,CORP\dmiller,File Folder,2
Summit_plan_227.dwg,D:\FileServer\HumanResources\Catalyst510\Summit_plan_227.dwg,100.0 MB,100.0 MB,1,0,0.2 %,11/19/2016,02/05/2017,CORP\svc_backup,DWG File,3
Beacon_v2_544.iso,D:\FileServer\HumanResources\Catalyst510\Beacon_v2_544.iso,4.9 GB,4.9 GB,1,0,11.6 %,09/15/2023,09/06/2024,CORP\kpatel,Disc Image File,3
Summit_final_242.pdf,D:\FileServer\HumanResources\Catalyst510\Summit_final_242.pdf,9.4 MB,9.4 MB,1,0,0.0 %,11/14/2017,06/04/2018,CORP\achen,PDF File,3
Catalyst_final_779.tif,D:\FileServer\HumanResources\Catalyst510\Catalyst_final_779.tif,168.3 MB,168.3 MB,1,0,0.4 %,11/05/2015,05/04/2016,CORP\lokafor,TIF File,3
Horizon_proposal_779.xml,D:\FileServer\HumanResources\Catalyst510\Horizon_proposal_779.xml,7.2 MB,7.2 MB,1,0,0.0 %,08/21/2022,03/21/2024,CORP\administrator,XML File,3
Atlas_plan_155.log,D:\FileServer\HumanResources\Catalyst510\Atlas_plan_155.log,4.4 MB,4.4 MB,1,0,0.0 %,04/04/2020,06/30/2021,CORP\tnguyen,Log File,3
Orbit_export_606.docx,D:\FileServer\HumanResources\Catalyst510\Orbit_export_606.docx,2.8 MB,2.8 MB,1,0,0.0 %,09/09/2020,11/23/2020,CORP\tnguyen,DOCX File,3
2021,D:\FileServer\HumanResources\Catalyst510\2021\,0 B,0 B,16,0,0.0 %,06/04/2015,08/22/2015,CORP\kpatel,File Folder,3
Titan_v1_630.json,D:\FileServer\HumanResources\Catalyst510\2021\Titan_v1_630.json,4.1 MB,4.1 MB,1,0,0.0 %,04/24/2019,08/09/2020,CORP\administrator,JSON File,4
Pioneer_report_461.xml,D:\FileServer\HumanResources\Catalyst510\2021\Pioneer_report_461.xml,3.0 MB,3.0 MB,1,0,0.0 %,08/09/2018,04/19/2020,CORP\lokafor,XML File,4
Pioneer_final_981.docx,D:\FileServer\HumanResources\Catalyst510\2021\Pioneer_final_981.docx,3.6 MB,3.6 MB,1,0,0.0 %,02/28/2016,02/13/2017,CORP\mwilson,DOCX File,4
Pioneer_draft_41.png,D:\FileServer\HumanResources\Catalyst510\2021\Pioneer_draft_41.png,5.7 MB,5.7 MB,1,0,0.0 %,11/29/2019,02/20/2021,CORP\svc_backup,PNG File,4
Pioneer_draft_373.psd,D:\FileServer\HumanResources\Catalyst510\2021\Pioneer_draft_373.psd,294.5 MB,294.5 MB,1,0,0.8 %,05/06/2019,06/27/2020,CORP\kpatel,PSD File,4
Beacon_report_809.pst,D:\FileServer\HumanResources\Catalyst510\2021\Beacon_report_809.pst,10.6 GB,10.6 GB,1,0,29.1 %,09/27/2015,08/29/2016,CORP\mwilson,Outlook Data File,4
2022,D:\FileServer\HumanResources\Catalyst510\2022\,200.6 MB,200.6 MB,6,0,0.5 %,08/10/2022,05/03/2019,CORP\tnguyen,File Folder,3
Summit_final_342.xlsx,D:\FileServer\HumanResources\Catalyst510\2022\Summit_final_342.xlsx,18.7 MB,18.7 MB,1,0,9.3 %,06/11/2022,11/02/2022,CORP\kpatel,XLSX File,4
Quantum_review_133.json,D:\FileServer\HumanResources\Catalyst510\2022\Quantum_review_133.json,694.2 KB,696.0 KB,1,0,0.3 %,06/22/2018,01/15/2020,CORP\dmiller,JSON File,4
Beacon_plan_833.txt,D:\FileServer\HumanResources\Catalyst510\2022\Beacon_plan_833.txt,343.3 KB,344.0 KB,1,0,0.2 %,11/18/2022,12/13/2024,CORP\svc_backup,Text File,4
Titan_Q1_521.psd,D:\FileServer\HumanResources\Catalyst510\2022\Titan_Q1_521.psd,23.4 MB,23.4 MB,1,0,11.7 %,01/25/2019,12/07/2019,CORP\achen,PSD File,4
Nimbus_plan_971.tif,D:\FileServer\HumanResources\Catalyst510\2022\Nimbus_plan_971.tif,125.0 MB,125.0 MB,1,0,62.3 %,02/25/2017,10/14/2017,CORP\achen,TIF File,4
Falcon_v1_303.pdf,D:\FileServer\HumanResources\Catalyst510\2022\Falcon_v1_303.pdf,32.5 MB,32.5 MB,1,0,16.2 %,08/24/2023,02/26/2025,CORP\svc_backup,PDF File,4
Archive,D:\FileServer\HumanResources\Catalyst510\Archive\,29.1 MB,29.1 MB,4,0,0.1 %,06/04/2022,10/11/2018,CORP\administrator,File Folder,3
Catalyst_review_158.csv,D:\FileServer\HumanResources\Catalyst510\Archive\Catalyst_review_158.csv,23.1 MB,23.2 MB,1,0,79.6 %,04/28/2024,12/31/2025,CORP\administrator,CSV File,4
Orbit_draft_739.log,D:\FileServer\HumanResources\Catalyst510\Archive\Orbit_draft_739.log,2.8 MB,2.8 MB,1,0,9.6 %,08/10/2019,08/17/2020,CORP\rgarcia,Log File,4
Horizon_budget_771.py,D:\FileServer\HumanResources\Catalyst510\Archive\Horizon_budget_771.py,115.1 KB,116.0 KB,1,0,0.4 %,08/16/2017,02/13/2019,CORP\rgarcia,Python File,4
Quantum_Q3_926.jpg,D:\FileServer\HumanResources\Catalyst510\Archive\Quantum_Q3_926.jpg,3.0 MB,3.0 MB,1,0,10.4 %,08/10/2022,03/16/2024,CORP\lokafor,JPG File,4
2021,D:\FileServer\HumanResources\Catalyst510\2021\,36.6 GB,36.6 GB,16,0,87.2 %,08/18/2023,02/28/2018,CORP\dmiller,File Folder,3
Pioneer_Q1_990.csv,D:\FileServer\HumanResources\Catalyst510\2021\Pioneer_Q1_990.csv,25.6 MB,25.6 MB,1,0,0.1 %,12/26/2023,09/05/2025,CORP\achen,CSV File,4
Pulse_export_54.pst,D:\FileServer\HumanResources\Catalyst510\2021\Pulse_export_54.pst,17.5 GB,17.5 GB,1,0,47.9 %,06/23/2025,10/06/2025,CORP\svc_backup,Outlook Data File,4
Pulse_v2_292.xlsx,D:\FileServer\HumanResources\Catalyst510\2021\Pulse_v2_292.xlsx,5.1 MB,5.1 MB,1,0,0.0 %,01/22/2018,04/27/2019,CORP\svc_backup,XLSX File,4
Falcon_Q1_94.png,D:\FileServer\HumanResources\Catalyst510\2021\Falcon_Q1_94.png,3.6 MB,3.6 MB,1,0,0.0 %,12/02/2024,11/24/2025,CORP\jsmith,PNG File,4
Vertex_report_406.iso,D:\FileServer\HumanResources\Catalyst510\2021\Vertex_report_406.iso,1.6 GB,1.6 GB,1,0,4.3 %,05/01/2019,07/23/2019,CORP\kpatel,Disc Image File,4
Nimbus_summary_327.pdf,D:\FileServer\HumanResources\Catalyst510\2021\Nimbus_summary_327.pdf,21.5 MB,21.5 MB,1,0,0.1 %,11/16/2023,04/13/2024,CORP\achen,PDF File,4
Apollo_budget_940.bak,D:\FileServer\HumanResources\Catalyst510\2021\Apollo_budget_940.bak,4.6 GB,4.6 GB,1,0,12.5 %,11/29/2022,03/23/2024,CORP\lokafor,BAK File,4
Catalyst_summary_928.xlsx,D:\FileServer\HumanResources\Catalyst510\2021\Catalyst_summary_928.xlsx,637.4 KB,640.0 KB,1,0,0.0 %,11/14/2017,06/22/2018,CORP\achen,XLSX File,4
Pioneer_Q4_434.pdf,D:\FileServer\HumanResources\Catalyst510\2021\Pioneer_Q4_434.pdf,18.5 MB,18.5 MB,1,0,0.0 %,08/31/2017,07/05/2018,CORP\mwilson,PDF File,4
Apollo_data_430.pst,D:\FileServer\HumanResources\Catalyst510\2021\Apollo_data_430.pst,1.9 GB,1.9 GB,1,0,5.1 %,03/30/2016,08/23/2017,CORP\administrator,Outlook Data File,4
Pioneer116,D:\FileServer\HumanResources\Pioneer116\,30.9 GB,30.9 GB,31,4,24.2 %,02/01/2022,10/11/2020,CORP\administrator,File Folder,2
Summit_final_299.msg,D:\FileServer\HumanResources\Pioneer116\Summit_final_299.msg,13.0 KB,16.0 KB,1,0,0.0 %,11/23/2021,11/19/2022,CORP\rgarcia,MSG File,3
Catalyst_Q1_192.accdb,D:\FileServer\HumanResources\Pioneer116\Catalyst_Q1_192.accdb,1.3 GB,1.3 GB,1,0,4.3 %,12/17/2015,06/05/2017,CORP\kpatel,Access Database,3
Titan_Q4_558.iso,D:\FileServer\HumanResources\Pioneer116\Titan_Q4_558.iso,7.2 GB,7.2 GB,1,0,23.5 %,09/10/2020,03/31/2022,CORP\jsmith,Disc Image File,3
